,loss,acc,val_loss,val_acc
0,1.3679207563400269,0.32137206196784973,1.3539044857025146,0.35026443004608154
1,1.3120853900909424,0.37949618697166443,1.2763460874557495,0.40993914008140564
2,1.262010931968689,0.415551096200943,1.2510751485824585,0.4246083199977875
3,1.2408876419067383,0.43278729915618896,1.2355566024780273,0.4318930208683014
4,1.2278896570205688,0.44241049885749817,1.226115107536316,0.44376808404922485
5,1.2188215255737305,0.44891151785850525,1.2221373319625854,0.4465622305870056
6,1.2115750312805176,0.4510499835014343,1.2176074981689453,0.4567408561706543
7,1.2064896821975708,0.4529746472835541,1.2130708694458008,0.45244985818862915
8,1.20290207862854,0.4548565149307251,1.2107044458389282,0.4560423195362091
9,1.1996420621871948,0.46246951818466187,1.2074942588806152,0.4554435610771179
10,1.1976263523101807,0.46015995740890503,1.2095695734024048,0.46063268184661865
11,1.1942964792251587,0.466318815946579,1.208497405052185,0.4582377076148987
12,1.1933043003082275,0.46392369270324707,1.2045791149139404,0.463327020406723
13,1.1891018152236938,0.4659338891506195,1.2035433053970337,0.4572398066520691
14,1.1880823373794556,0.46845728158950806,1.2023417949676514,0.46073246002197266
15,1.1862024068832397,0.4702536165714264,1.2019970417022705,0.46212953329086304
16,1.1868040561676025,0.46837174892425537,1.2012972831726074,0.46103182435035706
17,1.1837427616119385,0.46721696853637695,1.2007580995559692,0.4628280699253082
18,1.1842209100723267,0.47474443912506104,1.20156991481781,0.4575391709804535
19,1.182373046875,0.47021085023880005,1.1991523504257202,0.46292784810066223
20,1.1796568632125854,0.4726487398147583,1.1969835758209229,0.4648238718509674
21,1.1790971755981445,0.47773832082748413,1.200514316558838,0.4641253352165222
22,1.1762022972106934,0.47773832082748413,1.1978691816329956,0.4636263847351074
23,1.1756173372268677,0.47568538784980774,1.198238730430603,0.4643249213695526
24,1.175462245941162,0.4762841761112213,1.1991519927978516,0.4644246995449066
25,1.1748719215393066,0.47654077410697937,1.1977567672729492,0.46222931146621704
26,1.1739977598190308,0.4762841761112213,1.1987059116363525,0.4587366580963135
27,1.1736172437667847,0.4775244891643524,1.1962170600891113,0.463426798582077
28,1.1726938486099243,0.47705402970314026,1.196808934211731,0.4642251133918762
29,1.1717232465744019,0.4790641963481903,1.1951013803482056,0.4641253352165222
30,1.171320915222168,0.47850820422172546,1.196070909500122,0.4649236500263214
31,1.1710187196731567,0.47611308097839355,1.194548487663269,0.464624285697937
32,1.1708276271820068,0.476369708776474,1.195128321647644,0.4652230441570282
33,1.166438341140747,0.483683317899704,1.195319652557373,0.46222931146621704
34,1.1707818508148193,0.4789358973503113,1.1953881978988647,0.4640255570411682
35,1.1687443256378174,0.4797912836074829,1.1972311735153198,0.4631274342536926
36,1.1661992073059082,0.48509472608566284,1.19424569606781,0.46232911944389343
37,1.167977213859558,0.47953465580940247,1.1949341297149658,0.46322721242904663
38,1.167773723602295,0.4832128584384918,1.1937804222106934,0.4638259708881378
39,1.1662606000900269,0.48137375712394714,1.193893551826477,0.4654226005077362
40,1.1656831502914429,0.48188701272010803,1.193364143371582,0.4638259708881378
41,1.1648104190826416,0.4829990267753601,1.1927504539489746,0.4630276560783386
42,1.1680573225021362,0.4813309907913208,1.1925894021987915,0.4640255570411682
43,1.1642881631851196,0.48595014214515686,1.1926357746124268,0.4643249213695526
44,1.164770483970642,0.4848381280899048,1.1940044164657593,0.464624285697937
45,1.1630102396011353,0.484538733959198,1.1936997175216675,0.4641253352165222
46,1.1653859615325928,0.4803900718688965,1.1933295726776123,0.4641253352165222
47,1.1619713306427002,0.48355501890182495,1.1929068565368652,0.46322721242904663
48,1.16360342502594,0.48458150029182434,1.1922866106033325,0.4654226005077362
49,1.1605700254440308,0.48663443326950073,1.192508578300476,0.4630276560783386
